id;Name;Description;Type;Year;Rating;Director;Genres;Image;startDate;endDate;webLink;netflixLink;Duration
70309056;"Cardcaptor Sakura";"Sihirli bir kitabın mührünü kırıp içerisindeki kartları serbest bırakan genç kız, bir Kart Avcısına dönüşerek kartları geri almak zorundadır.";TVSeries;1998;8.2;NULL;"Diziler, Animasyon, Bilim Kurgu & Fantastik";...;2016-10-01;NULL;https://turflix.com/dizi/cardcaptor-sakura-70309056;https://www.netflix.com/title/70309056;2
80180849;Fate/Apocrypha;"Kutsal Kâse'nin Fuyuki Şehri'nden çalınması, Büyük Kutsal Kâse Savaşı'nın hiç görülmediği bir ölçekte yapıldığı bölünmüş bir zaman çizgisine yol açar.";TVSeries;2017;6.6;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2017-07-02;NULL;https://turflix.com/dizi/fate-apocrypha-80180849;https://www.netflix.com/title/80180849;2
80050063;"The Seven Deadly Sins";"Ülkesi tiranlar tarafından ele geçirilip görevden alınan prenses, dağılmış olan kötü şövalyelerin peşine düşer. Krallığını geri almak için yardımlarına ihtiyacı vardır.";TVSeries;2014;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2015-09-01;NULL;https://turflix.com/dizi/the-seven-deadly-sins-80050063;https://www.netflix.com/title/80050063;4
80198505;Aggretsuko;"Takdir görmediği ofis işinden bunalan Kızıl Panda Retsuko, işten sonra gittiği karaokede bağıra çağıra death metal söyleyerek gündelik zorlukların üstesinden gelir.";TVSeries;2018;8.3;NULL;"Diziler, Animasyon, Komedi";...;2018-04-20;NULL;https://turflix.com/dizi/aggretsuko-80198505;https://www.netflix.com/title/80198505;3
81008536;"Aggretsuko: We Wish You a Metal Christmas";"Retsuko'nun yeni takıntısı sosyal medya üzerinden onay almaktır. Ancak Noel arifesi için çaresizce plan yaparken bu takıntısı kontrolden çıkar.";Movie;2018;NULL;Rarecho;"Animasyon, Komedi";...;2018-12-20;NULL;https://turflix.com/film/aggretsuko-we-wish-you-a-metal-christmas-81008536;https://www.netflix.com/title/81008536;22
81054847;BEASTARS;"Her türden canlının bir arada yaşadığı bir dünyada nazik bir kurt, gittiği okulda işlenen bir cinayetin ardından yırtıcı güdülerinin farkına varır.";TVSeries;2019;7.8;NULL;"Diziler, Animasyon, Drama, Bilim Kurgu & Fantastik";...;2019-10-09;NULL;https://turflix.com/dizi/beastars-81054847;https://www.netflix.com/title/81054847;1
81095103;"Kabaneri of the Iron Fortress: The Battle of Unato";"Ikoma ve Demir Kale, mücadelelerini Unato'nun muharebe alanlarına taşıyarak bölgeyi kabane güçlerinden geri almak için ittifaka katılır.";TVSeries;2019;6.7;NULL;"Diziler, Aksiyon & Macera, Animasyon, Korku, Bilim Kurgu & Fantastik";...;2019-05-10;NULL;https://turflix.com/dizi/kabaneri-of-the-iron-fortress-the-battle-of-unato-81095103;https://www.netflix.com/title/81095103;1
80182054;"Food Wars!: Shokugeki no Soma";"Tohtsuki Mutfak Sanatları Akademisine giren genç şef Soma, buradaki yemek yarışmalarından zaferle çıkmak zorundadır. Aksi takdirde atılma tehlikesiyle karşı karşıyadır.";TVSeries;2015;8.2;NULL;"Diziler, Animasyon, Drama";...;2017-04-02;NULL;https://turflix.com/dizi/food-wars-shokugeki-no-soma-80182054;https://www.netflix.com/title/80182054;2
80195357;"Cannon Busters";"Ölümsüz kaçak Çocuk Philly ve şekil değiştiren pembe Cadillac arabası, kayıp bir prensi bulmaya çalışan ve neşesini daima koruyan bir arkadaşlık robotuna katılır.";TVSeries;2019;6.9;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2019-08-15;NULL;https://turflix.com/dizi/cannon-busters-80195357;https://www.netflix.com/title/80195357;1
80213847;"The Asterisk War";""Genestella" denen yeni bir güçlü insan soyundan gelen Ayato, kayıp kız kardeşini bulma umuduyla kendisi gibi insanlara yönelik rekabete dayalı bir okula kaydolur.";TVSeries;2015;6.9;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2018-07-01;NULL;https://turflix.com/dizi/the-asterisk-war-80213847;https://www.netflix.com/title/80213847;1
80174918;ID-0;"Alliance Academy öğrencisi Maya Mikuru, I-Makinelerle yaptığı bir saha çalışmasının ortasında tamamen bambaşka bir maceraya atılır.";TVSeries;2017;NULL;NULL;"Diziler, Animasyon, Bilim Kurgu & Fantastik";...;2017-04-08;NULL;https://turflix.com/dizi/id-0-80174918;https://www.netflix.com/title/80174918;1
80224581;"Cagaster of an Insect Cage";"Bulaştığı kişileri etçil böceklere dönüştüren bir hastalığın ortaya çıkışından otuz yıl sonra, genç bir imha edici ve genç bir kız, birlikte kızın annesini arar.";TVSeries;2020;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2020-02-06;NULL;https://turflix.com/dizi/cagaster-of-an-insect-cage-80224581;https://www.netflix.com/title/80224581;1
81220429;BNA;"Bir rakun kıza dönüşen Michiru, kurt yaratık Shirou ile birlikte Anima-City özel bölgesinde güvenli bir yer arar ve yanıtların peşine düşer.";TVSeries;2020;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2020-03-21;NULL;https://turflix.com/dizi/bna-81220429;https://www.netflix.com/title/81220429;1
80231373;Ultraman;"Yıldızlardan gelen bir kahraman, yıllar önce bu dünyadan huzur içinde ayrıldı. Şimdi, Ultraman'in oğlu, Dünya'yı yeni bir uzaylı tehdidinden korumak için öne çıkmalı.";TVSeries;2019;6.9;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2019-04-01;NULL;https://turflix.com/dizi/ultraman-80231373;https://www.netflix.com/title/80231373;1
70201870;"Angel Beats!";"Öbür dünyaya giden yolda ara istasyon görevi gören bir lisedeki genç, Araf'takilerin hakları için verilen mücadelenin içine çekilir.";TVSeries;2010;7.7;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2016-03-11;NULL;https://turflix.com/dizi/angel-beats-70201870;https://www.netflix.com/title/70201870;1
70304252;"Blue Exorcist";"Şeytan'ın gayrimeşru çocuğu olma lanetinden kurtulmaya kararlı olan Rin, akıl hocası gibi bir şeytan kovucu olmak için Gerçek Haç Akademisi'ne girer.";TVSeries;2011;7.5;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2015-04-14;NULL;https://turflix.com/dizi/blue-exorcist-70304252;https://www.netflix.com/title/70304252;2
80185873;"Is It Wrong to Try to Pick Up Girls in a Dungeon?";"Sevimli budala Bell Cranel bir macera yaşamak ister. Ancak minik tanrıça Hestia ile tanışınca umduğundan fazlasını bulur.";TVSeries;2015;7.4;NULL;"Diziler, Animasyon, Bilim Kurgu & Fantastik";...;2017-07-03;NULL;https://turflix.com/dizi/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-80185873;https://www.netflix.com/title/80185873;1
80189183;"Mobile Suit Gundam UC";"Banagher Links, gizemli Audrey Burne'le karşılaştığında Unicorn Gundam kostümünü ondan devralır ve uzay kolonisinin bağımsızlığı için verilen savaşa sürüklenir.";TVSeries;2010;7.8;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2017-09-01;NULL;https://turflix.com/dizi/mobile-suit-gundam-uc-80189183;https://www.netflix.com/title/80189183;1
70273371;"Saint Seiya: The Lost Canvas";"Bu anime macera, bir Athena azizi ve dünyayı yok edebilecek bir resim üzerinde çalışan bir Hades avatarı arasındaki mücadeleyi konu ediyor.";TVSeries;2009;8.3;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2015-04-14;NULL;https://turflix.com/dizi/saint-seiya-the-lost-canvas-70273371;https://www.netflix.com/title/70273371;1
70204981;"Fullmetal Alchemist: Brotherhood";"Bedenleri hasar gören Edward ve Alphonse kardeşler bu fantastik animasyon filminde vücutlarını yeniden oluşturabilmek için kötü güçlerle savaşırlar.";TVSeries;2009;9.1;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2015-04-14;NULL;https://turflix.com/dizi/fullmetal-alchemist-brotherhood-70204981;https://www.netflix.com/title/70204981;5
80049275;Toradora!;"Görünüşü tehditkâr olsa da yumuşak kalpli biri olan Ryūji, sivri dilli ve sert tavırlı ufak tefek bir kız olan Taiga ile beklenmedik bir arkadaşlık kurar.";TVSeries;2008;8.0;NULL;"Diziler, Animasyon, Komedi, Drama";...;2015-08-01;NULL;https://turflix.com/dizi/toradora-80049275;https://www.netflix.com/title/80049275;1
80997339;"Sirius the Jaeger";"İmparatorluk dönemi Tokyosu'nda kendilerine Avcılar diyen bir grup, Sirius'un Arkını arayan vampirleri gizlice avlar. Bu avcılardan biri genç kurt adam Yuliy'dir.";TVSeries;2018;6.8;NULL;"Diziler, Aksiyon & Macera, Animasyon, Gerilim, Bilim Kurgu & Fantastik";...;2018-07-20;NULL;https://turflix.com/dizi/sirius-the-jaeger-80997339;https://www.netflix.com/title/80997339;1
80175350;"SWORDGAI The Animation";"Efsanevi ve şeytani bir kılıç, genç bir adamın vücudunun parçasıdır. İnsanlığın kaderini kolunda taşıyan bu adam, kılıcın uğursuz güçlerini düşmanlarına karşı kullanır.";TVSeries;2018;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2018-03-23;NULL;https://turflix.com/dizi/swordgai-the-animation-80175350;https://www.netflix.com/title/80175350;2
81043571;"High-Rise Invasion";"Liseli Yuri, tuhaf bir dünyada kendini bir gökdelenin tepesinde bulur. Burada, avlarını öldürmeye kararlı maskeli saldırganlara karşı hayatta kalması gerekmektedir.";TVSeries;2021;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Gerilim";...;2021-02-26;NULL;https://turflix.com/dizi/high-rise-invasion-81043571;https://www.netflix.com/title/81043571;1
80202539;"Beyblade Burst";"Ortaokula giden Valt Aoi, Valtryek adlı Beyblade'i ile dünyanın bir numaralı blade'cisi olmak için arkadaşları, sınıf arkadaşları ve rakipleriyle kapışıyor.";TVSeries;2016;6.7;NULL;"Diziler, Aksiyon & Macera, Animasyon, Aile & Çocuk";...;2017-10-01;NULL;https://turflix.com/dizi/beyblade-burst-80202539;https://www.netflix.com/title/80202539;1
80196657;"March Comes in Like a Lion";"Küçük yaşta yetim kalmış, münzevi bir profesyonel şogi oyuncusu, üç kız kardeşin kanatları altına girince kabuğundan çıkmaya başlar.";TVSeries;2016;8.4;NULL;"Diziler, Animasyon, Drama";...;2017-12-29;NULL;https://turflix.com/dizi/march-comes-in-like-a-lion-80196657;https://www.netflix.com/title/80196657;2
80150290;"Mobile Suit Gundam: Iron-Blooded Orphans";"Yaşanılabilir hâle getirilmiş, afet sonrası Mars'ta bir grup çocuk gizli servis ajanı, onlara ihanet eden yetişkinlere ve baskıcı Dünya hükümetine karşı ayaklanır.";TVSeries;2015;7.9;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2018-10-01;NULL;https://turflix.com/dizi/mobile-suit-gundam-iron-blooded-orphans-80150290;https://www.netflix.com/title/80150290;2
81214399;"Pretty Guardian Sailor Moon Eternal The Movie";"Tam güneş tutulmasının ardından karanlık bir güç Dünya'nın üstünü kaplar. Dağılmış olan Savaşçılar, ışığı dünyaya geri getirmek için bir araya gelmelidir.";TVSeries;2021;NULL;NULL;"Diziler, Aksiyon & Macera, Animasyon, Aile & Çocuk";...;2021-06-04;NULL;https://turflix.com/dizi/pretty-guardian-sailor-moon-eternal-the-movie-81214399;https://www.netflix.com/title/81214399;1
81033445;"Neon Genesis Evangelion";"İkinci Patlama'dan on beş yıl sonra Shinji Ikari, korkunç Havariler'e karşı savaşan genç meka pilotlardan biri olarak babasının grubu Nerv'e katılır.";TVSeries;1995;8.5;NULL;"Diziler, Aksiyon & Macera, Animasyon, Bilim Kurgu & Fantastik";...;2019-06-21;NULL;https://turflix.com/dizi/neon-genesis-evangelion-81033445;https://www.netflix.com/title/81033445;1
70297439;"Pokémon: İndigo Ligi";"Ash'in nihai hedefi olan Pokémon ustası olma yolunda, 10 yaşındaki Ash Ketchum ve ortağı Pikachu'ya katılarak Pokémon dünyasını keşfedin.";TVSeries;1997;7.5;NULL;"Diziler, Animasyon, Aile & Çocuk, Bilim Kurgu & Fantastik";...;2015-04-14;NULL;https://turflix.com/dizi/pokemon-indigo-ligi-70297439;https://www.netflix.com/title/70297439;1
81085364;"Pokémon Filmi: Birlikten Kuvvet Doğar";"Ash ve Pikachu, Rüzgâr Festivali için Fula Şehri'ne seyahat eder. Felaket yaklaşınca günü kurtarmak için bir grup aykırı karakterle birlikte çalışmak zorunda kalırlar.";Movie;2018;6.3;"Tetsuo Yajima";"Animasyon, Aile";...;2019-06-01;NULL;https://turflix.com/film/pokemon-filmi-birlikten-kuvvet-dogar-81085364;https://www.netflix.com/title/81085364;97
81081459;"44 Kedi";"Şarkı söyleyen tüylü dostlar Limpo, Milady, Pilou ve Köfte bir araya geldiğinde ortaya bol bol müthiş hikâye çıkıyor.";TVSeries;2018;NULL;NULL;"Diziler, Animasyon, Aile & Çocuk, Müzik";...;2019-07-01;NULL;https://turflix.com/dizi/44-kedi-81081459;https://www.netflix.com/title/81081459;2
81046846;"Pokémon Filmi: Seni Seçtim!";"Ash doğum gününde kendine ait ilk Pokémon'u seçmeye çalıştığında Pikachu'ya razı olmak zorunda kalır. İkili efsanevi Ho-Oh'u bulmak üzere birlikte bir yolculuğa çıkar.";Movie;2017;6.3;"Kunihiko Yuyama";"Aksiyon, Animasyon, Aile";...;2019-01-01;NULL;https://turflix.com/film/pokemon-filmi-seni-sectim-81046846;https://www.netflix.com/title/81046846;96
81223075;"Pokémon: Mewtwo İntikam Peşinde - Evrim";"Gizemli bir eğitmenin davetini kabul eden Ash, Misty ve Brock, yapay bir Pokémon olarak yaratılan ve maç yapmak isteyen Mewtwo ile tanışır.";Movie;2019;5.7;"Kunihiko Yuyama";"Animasyon, Aile";...;2020-02-27;NULL;https://turflix.com/film/pokemon-mewtwo-intikam-pesinde-evrim-81223075;https://www.netflix.com/title/81223075;96
70177033;"Winx Club";"Bu fantastik animasyonda Bloom adlı bir kız, bir peri grubuyla arkadaş olup, peşlerinden kimsenin bilmediği, tehlikelerle dolu Sihirli Dünya’ya gider.";TVSeries;2004;6.1;NULL;"Diziler, Animasyon, Aile & Çocuk";...;2015-04-14;NULL;https://turflix.com/dizi/winx-club-70177033;https://www.netflix.com/title/70177033;2
80046348;"Sevimli Ayıcıklar ve Kuzenleri";"Sevimli çetenin hepsi geri döndü ve yeni izleyicileri için sevgi ve paylaşım hikayelerini de beraberinde getirdi. Üstelik Sevimli Ayıcık Kuzenler de artık bizimle!";TVSeries;2015;6.8;NULL;"Diziler, Animasyon, Aile & Çocuk";...;2015-11-06;NULL;https://turflix.com/dizi/sevimli-ayiciklar-ve-kuzenleri-80046348;https://www.netflix.com/title/80046348;2
81224811;"Pucca: Sevginin Tarifi";"Hem aile restoranını tehdit eden bir rakiple hem de Garu'nun sevgisine rakip olan bir kızla karşı karşıya kalan Pucca, sevdiği her şey uğruna savaşır.";TVSeries;2018;NULL;NULL;"Diziler, Animasyon, Aile & Çocuk";...;2019-12-30;NULL;https://turflix.com/dizi/pucca-sevginin-tarifi-81224811;https://www.netflix.com/title/81224811;1
81091957;"İstilacı Zim: Karanlık Tehdit";"Zim, Dünya'nın uzaylılar tarafından istila edilmesi planının yeni aşaması için ortaya çıktığında baş düşmanı Dib Membran, onun maskesini düşürmek için kolları sıvar.";Movie;2019;7.5;NULL;"Animasyon, Komedi, Aile, Bilim kurgu";...;2019-08-16;NULL;https://turflix.com/film/istilaci-zim-karanlik-tehdit-81091957;https://www.netflix.com/title/81091957;70
70184128;"Mighty Morphin Power Rangers";"Galaksiler arasında gidip gelen bir büyücü, beş sıradan genci Power Rangers olmaları için seçer ve gençler yeni güçleriyle şeytani Rita Repulsa’ya karşı savaşırlar.";TVSeries;1993;6.5;NULL;"Diziler, Aile & Çocuk";...;2015-04-14;NULL;https://turflix.com/dizi/mighty-morphin-power-rangers-70184128;https://www.netflix.com/title/70184128;4
70213072;"Power Rangers Zeo";""Mighty Morphin Power Rangers"tan esinlenerek yaratılan dizide, Tommy ve takım Zeo Kristal'den elde edilen yetenekleriyle yeni düşmanlarla savaşıyor.";TVSeries;1996;6.6;NULL;"Diziler, Aile & Çocuk";...;2021-06-04;NULL;https://turflix.com/dizi/power-rangers-zeo-70213072;https://www.netflix.com/title/70213072;1
70213085;"Power Rangers Dino Thunder";"Dr. Tommy Oliver, öğrencileri Dino Gem'lerin onları Dino Power Ranger'lara dönüştürdüğünü ve şeytani Mesogog'u durdurabileceklerini öğrenince geri döner.";TVSeries;2004;6.8;NULL;"Diziler, Aile & Çocuk";...;2021-06-04;NULL;https://turflix.com/dizi/power-rangers-dino-thunder-70213085;https://www.netflix.com/title/70213085;1
70213079;"Power Rangers Ninja Storm";"Rüzgar Ninja Akademisi'nden elit savaşçılar şeytani Lothor tarafından kaçırılır ve Shane, Tori ve Waldo savaşmak için Rüzgar Power Ranger'larına dönüşür.";TVSeries;2003;6.4;NULL;"Diziler, Aile & Çocuk";...;2021-06-04;NULL;https://turflix.com/dizi/power-rangers-ninja-storm-70213079;https://www.netflix.com/title/70213079;1
70290905;"Bir Şans Daha";"Jimnastikçi Maddy, en tepeye ulaşmak için gereken öz güvene sahip değildir. Ancak yeni koçunun yardımıyla milli takımda yer bulma şansı elde eder.";Movie;2011;4.7;"Clay Glen";"Drama, Aile";...;2015-04-14;NULL;https://turflix.com/film/bir-sans-daha-70290905;https://www.netflix.com/title/70290905;95
80187107;"Çıtayı Yükseltmek";"A teenager who gave up her spot in an elite U.S. gymnastics program when her family moved to Australia enters a competition to help a new friend.";Movie;2016;5.6;"Clay Glen";"Drama, Aile";...;2017-07-31;NULL;https://turflix.com/film/raising-the-bar-80187107;https://www.netflix.com/title/80187107;96
70213077;"Power Rangers RPM";"Yeni Power Rangers üyesi Dillon, takımın bir üyesi olmak istediğinden emin değildir, ta ki Rangers'ı harekete geçiren bir rüya görene dek...";TVSeries;2009;6.5;NULL;"Diziler, Aile & Çocuk";...;2021-06-04;NULL;https://turflix.com/dizi/power-rangers-rpm-70213077;https://www.netflix.com/title/70213077;1
80002311;"Marvel - Jessica Jones";"Travmatik geçmişinden kurtulamayan Jessica Jones, Hell's Kitchen'daki acımasız düşmanı başka birine daha zarar vermeden önce onu bulmak için özel yeteneklerini kullanır.";TVSeries;2015;7.9;NULL;"Diziler, Aksiyon & Macera, Suç, Drama";...;2015-11-20;NULL;https://turflix.com/dizi/marvel-jessica-jones-80002311;https://www.netflix.com/title/80002311;3
80002566;"Marvel's The Defenders";"Uğursuz bir komplo New York City'yi tehdit ettiğinde Daredevil, Jessica Jones, Luke Cage ve Iron Fist ortak düşmana karşı güç birliği yapar.";TVSeries;2017;7.3;NULL;"Diziler, Aksiyon & Macera, Suç, Drama";...;2017-08-18;NULL;https://turflix.com/dizi/marvel-s-the-defenders-80002566;https://www.netflix.com/title/80002566;1
80000644;"Her Şeyin Teorisi";"Fizik dünyasındaki itibarı artan Stephen Hawking'in vücudu ALS'nin pençesine düşer. Hastalığı, onun sadık eşi Jane'e olan bağımlılığını her geçen gün arttırır.";Movie;2014;7.7;"James Marsh";"Drama, Tarihi, Romantik";...;2016-08-03;NULL;https://turflix.com/film/her-seyin-teorisi-80000644;https://www.netflix.com/title/80000644;123
80244645;"The Midnight Sky";"Küresel bir felaketin ardından Kuzey Kutbu'nda tek başına yaşayan bir bilim insanı, bir astronot ekibiyle irtibat kurup Dünya'ya dönmemeleri için onları uyarmaya çalışır.";Movie;2020;5.6;"George Clooney";"Drama, Bilim kurgu";...;2020-12-24;NULL;https://turflix.com/film/the-midnight-sky-80244645;https://www.netflix.com/title/80244645;118
80209096;"David Letterman ile Sıradaki Konuğum";"Televizyon efsanesi David Letterman, bu talk show programında etkileyici ve dünyaca ünlü kişilerle derinlemesine röportajlar yapıyor ve merak ettiği yerleri geziyor.";TVSeries;2018;7.9;NULL;"Diziler, Reality Şov, Stand-up";...;2018-01-12;NULL;https://turflix.com/dizi/david-letterman-ile-siradaki-konugum-80209096;https://www.netflix.com/title/80209096;3
81121023;"David Letterman ile Sıradaki Konuğum: Shah Rukh Khan";"Dave, "Bollywood'un Kralı" Shah Rukh Khan ile buluşmak için Hindistan'a gidiyor. İkili ayrıca New York'ta sahnede gerçekleştirdikleri sohbette birçok konuya değiniyor.";Movie;2019;9.1;"Michael Steed";Stand-up;...;2019-10-25;NULL;https://turflix.com/film/david-letterman-ile-siradaki-konugum-shah-rukh-khan-81121023;https://www.netflix.com/title/81121023;61
70153388;"Keeping Up with the Kardashians";"Kim, Kourtney ve Khloé kardeşler, bu komik, göz alıcı ve tiryakilik yaratan programda anneleri Kris'in sert sevgisini de arkalarına alarak dünya çapında üne kavuştular.";TVSeries;2007;2.8;NULL;"Diziler, Reality Şov";...;2020-06-01;NULL;https://turflix.com/dizi/keeping-up-with-the-kardashians-70153388;https://www.netflix.com/title/70153388;4
70297814;"Felekten Açlık Oyunları";"Kontrolden çıkan bir bekârlığa veda partisinin ardından üç adam tuhaf bir dünyada uyanır ve ölümcül Hungover Games'e doğru yol alan bir trende olduklarını anlarlar.";Movie;2014;3.6;"Josh Stolberg";Komedi;...;2015-04-15;NULL;https://turflix.com/film/felekten-aclik-oyunlari-70297814;https://www.netflix.com/title/70297814;84
8188050;"Vahşi Şeyler";"Bir öğretmen, yakınlaşma çabalarını reddettiği sosyetik bir genç kız tarafından tecavüzle suçlanmasının ardından işini kaybeder ve hayatını rayına oturtmak için savaşır.";Movie;1998;6.5;"John McNaughton";"Suç, Gizem, Gerilim";...;2016-11-09;NULL;https://turflix.com/film/vahsi-seyler-8188050;https://www.netflix.com/title/8188050;108
70167068;"Çılgın Aptal Aşk";"Boşanınca sudan çıkmış balığa dönen Cal, kadınları nasıl etkileyeceğini iyi bilen çapkın bir adamdan yardım alır. Bu çapkın adamsa hayatının aşkıyla karşılaşmak üzeredir.";Movie;2011;7.4;"Glenn Ficarra";"Komedi, Drama, Romantik";...;2015-04-14;NULL;https://turflix.com/film/cilgin-aptal-ask-70167068;https://www.netflix.com/title/70167068;118
80015343;Fokus;"Çırağıyla arasındaki aşk macerasını üç yıl önce sonlandıran usta dolandırıcı Nicky Spurgeon, özenle hazırlanmış yeni tezgâhı sırasında kadını karşısında bulur.";Movie;2015;6.6;"Glenn Ficarra";"Komedi, Suç, Drama";...;2016-01-13;NULL;https://turflix.com/film/fokus-80015343;https://www.netflix.com/title/80015343;105
81188727;Skandal;"Büyük bir Amerikan haber kanalında çalışan üç kadın, güçlü patronlarının çalışanlarına yönelik istismarlarını açığa çıkarmak için kariyerlerini riske atar.";Movie;2019;6.8;"Jay Roach";Drama;...;2020-07-16;NULL;https://turflix.com/film/skandal-81188727;https://www.netflix.com/title/81188727;108
60002139;"Zor Baba";"Greg Focker, kız arkadaşıyla evlenmeye hazırdır. Ancak evlenme teklifi yapmadan önce, eski bir CIA ajanı olan zorlu ve huysuz babasının kalbini kazanmalıdır.";Movie;2000;7.0;"Jay Roach";Komedi;...;2015-04-14;NULL;https://turflix.com/film/zor-baba-60002139;https://www.netflix.com/title/60002139;107
80095411;Gypsy;"Bu ateşli psikolojik gerilimde terapist Jean Holloway, hastalarının yaşamındaki kişilerle tehlikeli ve yakın ilişkiler kuruyor.";TVSeries;2017;6.9;NULL;"Diziler, Drama";...;2017-06-30;NULL;https://turflix.com/dizi/gypsy-80095411;https://www.netflix.com/title/80095411;1
70251895;"Kıyamet Günü";"Bu sürükleyici drama, 2004'te Güneydoğu Asya'da yaşanan devasa tsunaminin yol açtığı kaosu bir ailenin yürek parçalayan deneyimleri aracılığıyla aktarıyor.";Movie;2012;7.6;"J.A. Bayona";Drama;...;2021-06-01;NULL;https://turflix.com/film/the-impossible-70251895;https://www.netflix.com/title/70251895;109
70213512;"Dev Avcısı Jack";"Devlerin krallığa girmesine müsaade edecek bir geçidi kazara açan çiftçi Jack, bu hatasını telafi etmek ve kaçırılan prensesi kurtarmak için mücadele eder.";Movie;2013;6.2;"Bryan Singer";"Aksiyon, Macera, Fantastik, Romantik";...;2015-04-14;NULL;https://turflix.com/film/dev-avcisi-jack-70213512;https://www.netflix.com/title/70213512;114
70041963;"Superman Dönüyor";"Beş yılın ardından Dünya'ya geri dönen Superman, Lois Lane'in kendine yeni bir hayat kurduğunu görür. Lex Luthor ise Dünya'ya hakim olmak için yeni bir plan yapmaktadır.";Movie;2006;6.0;"Bryan Singer";"Aksiyon, Macera, Fantastik, Bilim kurgu";...;2015-04-14;NULL;https://turflix.com/film/superman-doenueyor-70041963;https://www.netflix.com/title/70041963;154
80993062;"The I-Land";"Hafızaları silinen ve birlikte bir adaya bırakılan bir grup yabancı, zorlu koşullarda hayatta kalmak için savaşır ve sıkışıp kaldıkları adayla mücadele eder.";TVSeries;2019;4.6;NULL;"Diziler, Aksiyon & Macera, Drama, Gerilim, Bilim Kurgu & Fantastik";...;2019-09-12;NULL;https://turflix.com/dizi/the-i-land-80993062;https://www.netflix.com/title/80993062;1
80155475;"Message from the King";"Kız kardeşinin katilinden intikam almak için gözünü karartan Cape Townlı bir adam, Los Angeles'ta serserilerin ve seçkinlerin iç içe geçtiği büyük bir şebekeye sızar.";Movie;2017;6.4;"Fabrice Du Welz";"Suç, Gerilim";...;2017-08-04;NULL;https://turflix.com/film/message-from-the-king-80155475;https://www.netflix.com/title/80155475;102
81059369;"21 Bridges";"Cüretkâr bir planla Manhattan'a giriş çıkışları kapatan dedektif, iki polis katilini yakalamak için zamanla yarışır ve şoke edici bir keşifte bulunur.";Movie;2019;6.6;"Brian Kirk";"Aksiyon, Macera, Suç, Drama";...;2020-08-01;NULL;https://turflix.com/film/21-bridges-81059369;https://www.netflix.com/title/81059369;99
80013871;"Keskin Nişancı";"ABD Donanma Kaplanlarında keskin nişancı olan Chris Kyle, Irak'ta eşi benzeri görülmemiş bir kurban sayısına ulaşırken ailesiyle arasındaki bağlar yavaş yavaş zayıflar.";Movie;2014;7.3;"Clint Eastwood";"Aksiyon, Macera, Drama, Savaş";...;2015-12-29;NULL;https://turflix.com/film/keskin-nisanci-80013871;https://www.netflix.com/title/80013871;132
624420;"Ateş Hattında";"Sapkın ama zeki bir katil, Başkan John F. Kennedy'yi kurtaramadığı için yıllardır acı çeken emektar bir Gizli Servis ajanına azap yaşatır.";Movie;1993;7.2;"Wolfgang Petersen";"Aksiyon, Macera, Suç, Gerilim";...;2015-09-01;NULL;https://turflix.com/film/ates-hattinda-624420;https://www.netflix.com/title/624420;128
60034571;Truva;"Truvalı aşık Prens Paris'in güzeller güzeli Helen'i kocasından kaçırması, iki ulusu savaşa sürükleyen bir ihtilafa neden olur.";Movie;2004;7.2;"Wolfgang Petersen";"Aksiyon, Macera, Drama, Tarihi, Savaş";...;2015-04-14;NULL;https://turflix.com/film/truva-60034571;https://www.netflix.com/title/60034571;162
80241855;"Dirty John";"Gerçek suç konulu bu antoloji dizisinde, aşk sapkın bir hâl aldığında ve güven yerini manipülasyona bıraktığında cinayet dâhil her şey yaşanabiliyor.";TVSeries;2018;7.2;NULL;"Diziler, Suç, Drama, Gerilim";...;2019-02-14;NULL;https://turflix.com/dizi/dirty-john-80241855;https://www.netflix.com/title/80241855;2
